id,base_product_id,name,description,retail_price,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index,brand,wholesale_price
22,18,Bestpet Adult Chicken 15kg,A nutritious food formulated for adult pets with chicken (15kg) ideal for everyday feeding.,14.000,"[""cat""]",food,adult,kg,15,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/022.jpeg,4.8,false,Food,22,Atlaspet,13.000
23,18,Bestpet Adult Mix 15Kg,A wholesome food formulated for adult pets (15kg) helps maintain overall health.,14.000,"[""cat""]",food,adult,kg,15,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/05d07271-56ae-4d4a-b81c-1dc025edfa2b/thumbnail-1768571320243.png,4.8,false,Food,23,Atlaspet,13.000
24,24,Happy feed adult  Gourmet 1.5kg,A nutritious nutrition made for adult pets with gourmet (1.5kg) helps maintain overall health.,2.500,"[""cat""]",food,adult,kg,1.5,gourmet,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/024.png,4.7,false,Food,24,Promax,1.900
25,24,Happy feed adult Chicken 1.5 kg,A high-quality nutrition made for adult pets with chicken (1.5kg) supports daily nutrition.,2.500,"[""cat""]",food,adult,kg,1.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/025.png,3.8,false,Food,25,Promax,2.100
26,24,Happy feed Kitten Lamb 1.5 kg,A nutritious meal designed for kittens with chicken (1.5kg) supports daily nutrition.,2.500,"[""cat""]",food,kitten,kg,1.5,lamb,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/026.jpeg,4.6,false,Food,26,Promax,1.900
27,24,Happy feed Sterelised Salmon 1.5 kg,A high-quality meal designed for cats with salmon (1.5kg) helps maintain overall health.,2.500,"[""cat""]",food,adult,kg,1.5,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/89fcad04-2609-4928-bc6f-5f2ec51647a0/thumbnail-1768579821727.jpg,4.7,false,Food,27,Promax,1.900
28,24,Happy feed adult Chicken 15kg,A high-quality meal designed for adult pets with chicken (15kg) ideal for everyday feeding.,12.500,"[""cat""]",food,adult,kg,15,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/028.png,4.9,false,Food,28,Promax,11.500
29,24,Happy feed adult Gourmet 15kg,A nutritious meal designed for adult pets with gourmet (15kg) helps maintain overall health.,12.500,"[""cat""]",food,adult,kg,15,gourmet,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/029.png,4.8,false,Food,29,Promax,11.500
30,24,Happy feed adult Salmon.15kg,A high-quality food formulated for adult pets with salmon (15kg) supports daily nutrition.,12.500,"[""cat""]",food,adult,kg,15,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/030.png,3.6,false,Food,30,Promax,11.500
31,31,OPTILIFE adult  chicken 1.kg,A nutritious food formulated for adult pets with chicken (1kg) helps maintain overall health.,4.000,"[""cat""]",food,adult,kg,1,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/031.png,4.7,false,Food,31,Versele Laga,3.000
32,31,OPTILIFE kitten chicken 1.kg,A balanced food formulated for kittens with chicken (1kg) ideal for everyday feeding.,4.000,"[""cat""]",food,kitten,kg,1,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/032.png,4.3,false,Food,32,Versele Laga,3.000
33,31,OPTILIFE adult chicken 2.5kg,A nutritious nutrition made for adult pets with chicken (2.5kg) supports daily nutrition.,7.000,"[""cat""]",food,adult,kg,2.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/033.png,3.9,false,Food,33,Versele Laga,7.000
34,31,OPTILIFE kitten chicken 2.5kg,A balanced nutrition made for kittens with chicken (2.5kg) supports daily nutrition.,7.000,"[""cat""]",food,kitten,kg,2.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/034.png,4.0,false,Food,34,Versele Laga,7.000
35,35,Lara Junior Chicken 350gm,A nutritious meal designed for kittens with chicken (350g) ideal for everyday feeding.,1.000,"[""cat""]",food,kitten,g,350,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/14985454-2b4d-450b-9828-b990b3c2eab9/thumbnail-1768489929417.png,4.8,false,Food,35,Versele Laga,0.700
36,35,Lara Adult Chicken 350gm,A high-quality nutrition made for adult pets with chicken (350g) supports daily nutrition.,1.000,"[""cat""]",food,adult,g,350,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/036.png,4.5,false,Food,36,Versele Laga,0.700
37,35,Lara Junior Chicken 2kg,A wholesome food formulated for kittens with chicken (2kg) helps maintain overall health.,3.500,"[""cat""]",food,kitten,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/fa320669-be74-429d-8a10-f51c2e4c1aec/thumbnail-1768490039881.jpg,3.6,false,Food,37,Versele Laga,3.200
38,35,Lara Adult Chicken 2kg,A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.,3.500,"[""cat""]",food,adult,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/038.png,4.5,false,Food,38,Versele Laga,3.000
39,35,Lara Adult Indoor Chicken 2kg,A nutritious food formulated for adult pets with chicken (2kg) supports daily nutrition.,3.500,"[""cat""]",food,adult,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/e09066f4-1822-4d51-957a-11375ebe310c/thumbnail-1768491731775.png,4.3,false,Food,39,Versele Laga,3.200
40,35,Lara Adult Salmon 2kg,A nutritious nutrition made for adult pets with salmon (2kg) supports daily nutrition.,3.500,"[""cat""]",food,adult,kg,2,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/e43d484e-410a-4eaa-aa8c-6615fe6edb53/thumbnail-1768490190347.jpg,4.1,false,Food,40,Versele Laga,3.000
41,35,Lara Adult Beef  2kg,A balanced meal designed for adult pets with beef (2kg) supports daily nutrition.,3.500,"[""cat""]",food,adult,kg,2,beef,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/4bef750e-69ab-4d58-a325-044bd14d0464/thumbnail-1768490425441.png,4.2,false,Food,41,Versele Laga,3.000
42,35,Lara Adult LAMB  2kg,A nutritious food formulated for adult pets with lamb (2kg) supports daily nutrition.,3.500,"[""cat""]",food,adult,kg,2,lamb,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/c72b79d5-b111-4b51-a948-cceb512c0aa4/thumbnail-1766665943399.png,4.8,false,Food,42,Versele Laga,3.000
43,35,Lara Adult Senior 2kg,A nutritious meal designed for senior pets (2kg) ideal for everyday feeding.,3.500,"[""cat""]",food,senior,kg,2,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/3a6b1a3b-ab0e-453e-adc3-5b4b23a7d9bf/thumbnail-1768491232648.jpeg,4.8,false,Food,43,Versele Laga,3.000
44,35,Lara Adult Beef 10.kg,A wholesome food formulated for adult pets with beef (10kg) helps maintain overall health.,13.500,"[""cat""]",food,adult,kg,10,beef,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/d65bae90-9cc3-40db-8d2e-bae7860d20ed/thumbnail-1768490461984.png,3.8,false,Food,44,Versele Laga,12.000
45,35,Lara Adult LAMB 10.kg,A nutritious meal designed for adult pets with lamb (10kg) supports daily nutrition.,13.500,"[""cat""]",food,adult,kg,10,lamb,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/045.png,3.5,false,Food,45,Versele Laga,12.000
46,35,Lara Adult Chicken 10kg,A wholesome nutrition made for adult pets with chicken (10kg) helps maintain overall health.,13.500,"[""cat""]",food,adult,kg,10,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/046.jpeg,3.8,false,Food,46,Versele Laga,12.000
47,35,Lara Adult Salmon 10kg,A balanced nutrition made for adult pets with salmon (10kg) supports daily nutrition.,13.500,"[""cat""]",food,adult,kg,10,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/78e8a2a1-febe-4dbc-9d36-318d8a013d11/thumbnail-1768490230489.png,3.8,false,Food,47,Versele Laga,12.000
48,48,Classic Variety 4kg,A high-quality food formulated for cats (4kg) ideal for everyday feeding.,5.000,"[""cat""]",food,adult,kg,4,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/048.jpeg,4.9,false,Food,48,Versele Laga,4.000
49,48,Classic Variety 10kg,A wholesome nutrition made for cats (10kg) helps maintain overall health.,11.500,"[""cat""]",food,adult,kg,10,,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/049.png,4.9,false,Food,49,Versele Laga,9.000
50,50,Enjoy Adult Chicken 1kg,A wholesome meal designed for adult pets with chicken (1kg) helps maintain overall health.,1.500,"[""cat""]",food,adult,kg,1,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/050.jpeg,4.7,false,Food,50,Lider,1.000
51,50,Enjoy Adult Chicken 10kg,A wholesome food formulated for adult pets with chicken (10kg) helps maintain overall health.,8.500,"[""cat""]",food,adult,kg,10,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/051.jpeg,4.2,false,Food,51,Lider,7.300
52,50,Enjoy Adult Multicolour Chicken 10kg,A nutritious food formulated for adult pets with chicken (10kg) ideal for everyday feeding.,8.500,"[""cat""]",food,adult,kg,10,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/052.jpeg,4.1,false,Food,52,Lider,7.300
53,50,Enjoy Adult Multicolour Chicken 20kg,A high-quality nutrition made for adult pets with chicken (20kg) ideal for everyday feeding.,16.000,"[""cat""]",food,adult,kg,20,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/053.jpeg,4.5,false,Food,53,Lider,14.000
54,54,Reflex Plus Kitten Chicken 1.5 Kg,A nutritious food formulated for kittens with chicken (1.5kg) ideal for everyday feeding.,3.300,"[""cat""]",food,kitten,kg,1.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/054.jpeg,3.8,false,Food,54,Lider,2.300
55,54,Reflex Plus Adult Chicken 1.5 Kg,A wholesome nutrition made for adult pets with chicken (1.5kg) ideal for everyday feeding.,3.300,"[""cat""]",food,adult,kg,1.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/055.png,4.2,false,Food,55,Lider,2.300
56,54,Reflex Plus Urinary Chicken 1.5 Kg,A wholesome food formulated for adult pets with chicken (1.5kg) helps maintain overall health.,3.300,"[""cat""]",food,adult,kg,1.5,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/056.jpeg,4.9,false,Food,56,Lider,2.300
57,54,Reflex Plus Mother & Baby Lamb & Rice1.5 Kg,A high-quality meal designed for kittens with lamb (1.5kg) ideal for everyday feeding.,3.300,"[""cat""]",food,kitten,kg,1.5,lamb,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/057.jpeg,4.1,false,Food,57,Lider,2.300
58,54,Reflex Plus Lamb & Rice1.5 Kg,A balanced meal designed for cats with lamb (1.5kg) supports daily nutrition.,3.300,"[""cat""]",food,adult,kg,1.5,lamb,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/058.jpeg,4.4,false,Food,58,Lider,2.300
59,54,Reflex Plus Salmon 1.5 Kg,A high-quality meal designed for cats with salmon (1.5kg) ideal for everyday feeding.,3.300,"[""cat""]",food,adult,kg,1.5,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/059.jpeg,4.4,false,Food,59,Lider,2.300
60,54,Reflex Plus Skin Care Salmon 1.5 Kg,A balanced food formulated for cats with salmon (1.5kg) supports daily nutrition.,3.300,"[""cat""]",food,adult,kg,1.5,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/060.jpeg,4.5,false,Food,60,Lider,2.300
61,54,Reflex Plus Kitten Chicken 8Kg,A high-quality food formulated for kittens with chicken (8kg) supports daily nutrition.,3.300,"[""cat""]",food,kitten,kg,8,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/061.jpeg,4.6,false,Food,61,Lider,9.500
62,62,Reflex Kitten Chicken & Rice 2kg,A high-quality food formulated for kittens with chicken (2kg) supports daily nutrition.,3.300,"[""cat""]",food,kitten,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/062.png,3.8,false,Food,62,Lider,2.500
63,62,Reflex Adult Chicken & Rice 2kg,A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.,3.300,"[""cat""]",food,adult,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/063.jpeg,4.2,false,Food,63,Lider,2.500
64,62,Reflex Adult Gourmet  Chicken & Rice 2kg,A high-quality food formulated for adult pets with chicken (2kg) supports daily nutrition.,3.300,"[""cat""]",food,adult,kg,2,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/064.jpeg,3.9,false,Food,64,Lider,2.500
65,62,Reflex Adult Salmon & Anchovy 2kg,A nutritious food formulated for adult pets with salmon (2kg) helps maintain overall health.,3.300,"[""cat""]",food,adult,kg,2,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/065.jpeg,4.7,false,Food,65,Lider,2.500
66,62,Reflex Sterelised Salmon & Rice 2kg,A high-quality food formulated for cats with salmon (2kg) helps maintain overall health.,3.300,"[""cat""]",food,adult,kg,2,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/066.png,4.7,false,Food,66,Lider,2.500
67,62,Reflex Adult Chicken & Rice 15kg,A nutritious meal designed for adult pets with chicken (15kg) ideal for everyday feeding.,15.000,"[""cat""]",food,adult,kg,15,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/370dfa72-a9e7-4d33-bdee-2239d4cbf835/thumbnail-1768466410680.png,4.7,false,Food,67,Lider,13.500
68,62,Reflex Adult Gourmet  Chicken & Rice 15kg,A high-quality meal designed for adult pets with chicken (15kg) supports daily nutrition.,15.000,"[""cat""]",food,adult,kg,15,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/068.jpeg,4.8,false,Food,68,Lider,13.500
69,62,Reflex Adult Salmon & Anchovy 15kg,A balanced meal designed for adult pets with salmon (15kg) ideal for everyday feeding.,15.000,"[""cat""]",food,adult,kg,15,salmon,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/069.jpeg,4.2,false,Food,69,Lider,13.500
70,70,Purepet Adult Chicken 3kg,A high-quality meal designed for adult pets with chicken (3kg) ideal for everyday feeding.,4.000,"[""cat""]",food,adult,kg,3,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/070.jpeg,4.8,false,Food,70,Purepet,3.000
71,70,Purepet Adult Ocean Fish 3kg,A wholesome nutrition made for adult pets with ocean fish (3kg) supports daily nutrition.,4.000,"[""cat""]",food,adult,kg,3,ocean_fish,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/071.jpeg,4.4,false,Food,71,Purepet,3.000
72,70,Purepet Adult Chicken 7kg,A wholesome food formulated for adult pets with chicken (7kg) supports daily nutrition.,6.000,"[""cat""]",food,adult,kg,7,chicken,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/072.png,4.3,false,Food,72,Purepet,5.500
73,70,Purepet Adult Persian Ocean Fish 3kg,A nutritious food formulated for adult pets with ocean fish (3kg) ideal for everyday feeding.,4.000,"[""cat""]",food,adult,kg,3,ocean_fish,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/073.jpeg,4.7,false,Food,73,Purepet,3.000
74,70,Purepet Adult Tuna & Salmon  7kg,A high-quality meal designed for adult pets with tuna (7kg) helps maintain overall health.,6.000,"[""cat""]",food,adult,kg,7,tuna,,true,2026-01-02 20:49:19.968373+00,2026-01-02 20:49:19.968373+00,1000,https://www.buypets.om/images/products/074.jpeg,4.7,false,Food,74,Purepet,5.500
