id,base_product_id,name,description,retail_price,pet_type,product_type,age,unit,size,flavour,image_urls,is_active,created_at,updated_at,stock_quantity,thumbnail_url,default_rating,is_featured,label,row_index,legacy_id,legacy_base_id,brand,wholesale_price
"11","1","Bestpet adult Salmon 85g","A wholesome nutrition made for adult pets with salmon (85g) ideal for everyday feeding.","0.250","cat","food","adult","g","85","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/011.jpg","4.2","false","Food","11","11","1","Atlaspet","0.200"
"12","1","Bestpet adult beef 400g","A balanced food formulated for adult pets with beef (400g) supports daily nutrition.","0.500","cat","food","adult","g","400","beef",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/012.png","3.6","false","Food","12","12","1","Atlaspet","0.350"
"13","1","Bestpet adult Chicken 400g","A nutritious food formulated for adult pets with chicken (400g) supports daily nutrition.","0.500","cat","food","adult","g","400","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/013.jpeg","3.8","false","Food","13","13","1","Atlaspet","0.350"
"14","1","Bestpet kitten chicken 400g","A nutritious nutrition made for kittens with chicken (400g) ideal for everyday feeding.","0.500","cat","food","kitten","g","400","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/014.png","4.1","false","Food","14","14","1","Atlaspet","0.350"
"15","1","Bestpet Adult Lamb 400g","A high-quality nutrition made for adult pets with lamb (400g) supports daily nutrition.","0.500","cat","food","adult","g","400","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/7fab1e7e-439b-4eca-9b75-996a1db90c33/thumbnail-1768569859378.png","3.9","false","Food","15","15","1","Atlaspet","0.350"
"16","1","Bestpet Adult Salmon 400g","A wholesome meal designed for adult pets with salmon (400g) helps maintain overall health.","0.500","cat","food","adult","g","400","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/d7be6f29-6ccb-4b7c-9fd5-3bebdb762d71/thumbnail-1768569597812.png","3.5","false","Food","16","16","1","Atlaspet","0.350"
"17","1","Bestpet Adult Tuna & Anchovy 400g","A balanced nutrition made for adult pets with tuna (400g) supports daily nutrition.","0.500","cat","food","adult","g","400","tuna",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/b14c3a87-7d7f-4c94-9d08-36c536e9321f/thumbnail-1768569621402.png","4.4","false","Food","17","17","1","Atlaspet","0.350"
"18","1","Bestpet Kitten Chicken 1kg","A balanced nutrition made for kittens with chicken (1kg) helps maintain overall health.","1.500","cat","food","kitten","kg","1","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/83cffa8f-31fb-4d9e-9707-8d2fa28f0331/thumbnail-1768571127652.png","4.5","false","Food","18","18","1","Atlaspet","1.400"
"19","1","Bestpet Adult Chicken 1kg","A wholesome meal designed for adult pets with chicken (1kg) ideal for everyday feeding.","1.500","cat","food","adult","kg","1","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/019.jpeg","3.8","false","Food","19","19","1","Atlaspet","1.300"
"20","1","Bestpet Adult Mix 1Kg","A nutritious food formulated for adult pets (1kg) supports daily nutrition.","1.500","cat","food","adult","kg","1",'','',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/0361b9c9-cc79-4d75-92bd-ac96423f5020/thumbnail-1768571251706.png","4","false","Food","20","20","1","Atlaspet","1.300"
"21","1","Bestpet Adult Salmon 1Kg","A balanced meal designed for adult pets with salmon (1kg) ideal for everyday feeding.","1.500","cat","food","adult","kg","1","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/b1d3b183-17a3-4d33-aaf6-16ccdf03265e/thumbnail-1768579490581.jpeg","4.7","false","Food","21","21","1","Atlaspet","1.300"
"22","1","Bestpet Adult Chicken 15kg","A nutritious food formulated for adult pets with chicken (15kg) ideal for everyday feeding.","14.000","cat","food","adult","kg","15","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/022.jpeg","4.8","false","Food","22","22","1","Atlaspet","13.000"
"23","1","Bestpet Adult Mix 15Kg","A wholesome food formulated for adult pets (15kg) helps maintain overall health.","14.000","cat","food","adult","kg","15",'','',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/05d07271-56ae-4d4a-b81c-1dc025edfa2b/thumbnail-1768571320243.png","4.8","false","Food","23","23","1","Atlaspet","13.000"
"24","24","Happy feed adult  Gourmet 1.5kg","A nutritious nutrition made for adult pets with gourmet (1.5kg) helps maintain overall health.","2.500","cat","food","adult","kg","1.5","gourmet",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/024.png","4.7","false","Food","24","24","24","Promax","1.900"
"25","24","Happy feed adult Chicken 1.5 kg","A high-quality nutrition made for adult pets with chicken (1.5kg) supports daily nutrition.","2.500","cat","food","adult","kg","1.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/025.png","3.8","false","Food","25","25","24","Promax","2.100"
"26","24","Happy feed Kitten Lamb 1.5 kg","A nutritious meal designed for kittens with chicken (1.5kg) supports daily nutrition.","2.500","cat","food","kitten","kg","1.5","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/026.jpeg","4.6","false","Food","26","26","24","Promax","1.900"
"27","24","Happy feed Sterelised Salmon 1.5 kg","A high-quality meal designed for cats with salmon (1.5kg) helps maintain overall health.","2.500","cat","food","adult","kg","1.5","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/89fcad04-2609-4928-bc6f-5f2ec51647a0/thumbnail-1768579821727.jpg","4.7","false","Food","27","27","24","Promax","1.900"
"28","24","Happy feed adult Chicken 15kg","A high-quality meal designed for adult pets with chicken (15kg) ideal for everyday feeding.","12.500","cat","food","adult","kg","15","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/028.png","4.9","false","Food","28","28","24","Promax","11.500"
"29","24","Happy feed adult Gourmet 15kg","A nutritious meal designed for adult pets with gourmet (15kg) helps maintain overall health.","12.500","cat","food","adult","kg","15","gourmet",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/029.png","4.8","false","Food","29","29","24","Promax","11.500"
"30","24","Happy feed adult Salmon.15kg","A high-quality food formulated for adult pets with salmon (15kg) supports daily nutrition.","12.500","cat","food","adult","kg","15","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/030.png","3.6","false","Food","30","30","24","Promax","11.500"
"31","31","OPTILIFE adult  chicken 1.kg","A nutritious food formulated for adult pets with chicken (1kg) helps maintain overall health.","4.000","cat","food","adult","kg","1","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/031.png","4.7","false","Food","31","31","31","Versele Laga","3.000"
"32","31","OPTILIFE kitten chicken 1.kg","A balanced food formulated for kittens with chicken (1kg) ideal for everyday feeding.","4.000","cat","food","kitten","kg","1","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/032.png","4.3","false","Food","32","32","31","Versele Laga","3.000"
"33","31","OPTILIFE adult chicken 2.5kg","A nutritious nutrition made for adult pets with chicken (2.5kg) supports daily nutrition.","7.000","cat","food","adult","kg","2.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/033.png","3.9","false","Food","33","33","31","Versele Laga","7.000"
"34","31","OPTILIFE kitten chicken 2.5kg","A balanced nutrition made for kittens with chicken (2.5kg) supports daily nutrition.","7.000","cat","food","kitten","kg","2.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/034.png","4","false","Food","34","34","31","Versele Laga","7.000"
"35","35","Lara Junior Chicken 350gm","A nutritious meal designed for kittens with chicken (350g) ideal for everyday feeding.","1.000","cat","food","kitten","g","350","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/14985454-2b4d-450b-9828-b990b3c2eab9/thumbnail-1768489929417.png","4.8","false","Food","35","35","35","Versele Laga","0.700"
"36","35","Lara Adult Chicken 350gm","A high-quality nutrition made for adult pets with chicken (350g) supports daily nutrition.","1.000","cat","food","adult","g","350","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/036.png","4.5","false","Food","36","36","35","Versele Laga","0.700"
"37","35","Lara Junior Chicken 2kg","A wholesome food formulated for kittens with chicken (2kg) helps maintain overall health.","3.500","cat","food","kitten","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/fa320669-be74-429d-8a10-f51c2e4c1aec/thumbnail-1768490039881.jpg","3.6","false","Food","37","37","35","Versele Laga","3.200"
"38","35","Lara Adult Chicken 2kg","A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.","3.500","cat","food","adult","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/038.png","4.5","false","Food","38","38","35","Versele Laga","3.000"
"39","35","Lara Adult Indoor Chicken 2kg","A nutritious food formulated for adult pets with chicken (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/e09066f4-1822-4d51-957a-11375ebe310c/thumbnail-1768491731775.png","4.3","false","Food","39","39","35","Versele Laga","3.200"
"40","35","Lara Adult Salmon 2kg","A nutritious nutrition made for adult pets with salmon (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/e43d484e-410a-4eaa-aa8c-6615fe6edb53/thumbnail-1768490190347.jpg","4.1","false","Food","40","40","35","Versele Laga","3.000"
"41","35","Lara Adult Beef  2kg","A balanced meal designed for adult pets with beef (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","beef",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/4bef750e-69ab-4d58-a325-044bd14d0464/thumbnail-1768490425441.png","4.2","false","Food","41","41","35","Versele Laga","3.000"
"42","35","Lara Adult LAMB  2kg","A nutritious food formulated for adult pets with lamb (2kg) supports daily nutrition.","3.500","cat","food","adult","kg","2","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/c72b79d5-b111-4b51-a948-cceb512c0aa4/thumbnail-1766665943399.png","4.8","false","Food","42","42","35","Versele Laga","3.000"
"43","35","Lara Adult Senior 2kg","A nutritious meal designed for senior pets (2kg) ideal for everyday feeding.","3.500","cat","food","senior","kg","2",'','',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/3a6b1a3b-ab0e-453e-adc3-5b4b23a7d9bf/thumbnail-1768491232648.jpeg","4.8","false","Food","43","43","35","Versele Laga","3.000"
"44","35","Lara Adult Beef 10.kg","A wholesome food formulated for adult pets with beef (10kg) helps maintain overall health.","13.500","cat","food","adult","kg","10","beef",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/d65bae90-9cc3-40db-8d2e-bae7860d20ed/thumbnail-1768490461984.png","3.8","false","Food","44","44","35","Versele Laga","12.000"
"45","35","Lara Adult LAMB 10.kg","A nutritious meal designed for adult pets with lamb (10kg) supports daily nutrition.","13.500","cat","food","adult","kg","10","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/045.png","3.5","false","Food","45","45","35","Versele Laga","12.000"
"46","35","Lara Adult Chicken 10kg","A wholesome nutrition made for adult pets with chicken (10kg) helps maintain overall health.","13.500","cat","food","adult","kg","10","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/046.jpeg","3.8","false","Food","46","46","35","Versele Laga","12.000"
"47","35","Lara Adult Salmon 10kg","A balanced nutrition made for adult pets with salmon (10kg) supports daily nutrition.","13.500","cat","food","adult","kg","10","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/78e8a2a1-febe-4dbc-9d36-318d8a013d11/thumbnail-1768490230489.png","3.8","false","Food","47","47","35","Versele Laga","12.000"
"48","48","Classic Variety 4kg","A high-quality food formulated for cats (4kg) ideal for everyday feeding.","5.000","cat","food","adult","kg","4",'','',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/048.jpeg","4.9","false","Food","48","48","48","Versele Laga","4.000"
"49","48","Classic Variety 10kg","A wholesome nutrition made for cats (10kg) helps maintain overall health.","11.500","cat","food","adult","kg","10",'','',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/049.png","4.9","false","Food","49","49","48","Versele Laga","9.000"
"50","50","Enjoy Adult Chicken 1kg","A wholesome meal designed for adult pets with chicken (1kg) helps maintain overall health.","1.500","cat","food","adult","kg","1","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/050.jpeg","4.7","false","Food","50","50","50","Lider","1.000"
"51","50","Enjoy Adult Chicken 10kg","A wholesome food formulated for adult pets with chicken (10kg) helps maintain overall health.","8.500","cat","food","adult","kg","10","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/051.jpeg","4.2","false","Food","51","51","50","Lider","7.300"
"52","50","Enjoy Adult Multicolour Chicken 10kg","A nutritious food formulated for adult pets with chicken (10kg) ideal for everyday feeding.","8.500","cat","food","adult","kg","10","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/052.jpeg","4.1","false","Food","52","52","50","Lider","7.300"
"53","50","Enjoy Adult Multicolour Chicken 20kg","A high-quality nutrition made for adult pets with chicken (20kg) ideal for everyday feeding.","16.000","cat","food","adult","kg","20","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/053.jpeg","4.5","false","Food","53","53","50","Lider","14.000"
"54","54","Reflex Plus Kitten Chicken 1.5 Kg","A nutritious food formulated for kittens with chicken (1.5kg) ideal for everyday feeding.","3.300","cat","food","kitten","kg","1.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/054.jpeg","3.8","false","Food","54","54","54","Lider","2.300"
"55","54","Reflex Plus Adult Chicken 1.5 Kg","A wholesome nutrition made for adult pets with chicken (1.5kg) ideal for everyday feeding.","3.300","cat","food","adult","kg","1.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/055.png","4.2","false","Food","55","55","54","Lider","2.300"
"56","54","Reflex Plus Urinary Chicken 1.5 Kg","A wholesome food formulated for adult pets with chicken (1.5kg) helps maintain overall health.","3.300","cat","food","adult","kg","1.5","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/056.jpeg","4.9","false","Food","56","56","54","Lider","2.300"
"57","54","Reflex Plus Mother & Baby Lamb & Rice1.5 Kg","A high-quality meal designed for kittens with lamb (1.5kg) ideal for everyday feeding.","3.300","cat","food","kitten","kg","1.5","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/057.jpeg","4.1","false","Food","57","57","54","Lider","2.300"
"58","54","Reflex Plus Lamb & Rice1.5 Kg","A balanced meal designed for cats with lamb (1.5kg) supports daily nutrition.","3.300","cat","food","adult","kg","1.5","lamb",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/058.jpeg","4.4","false","Food","58","58","54","Lider","2.300"
"59","54","Reflex Plus Salmon 1.5 Kg","A high-quality meal designed for cats with salmon (1.5kg) ideal for everyday feeding.","3.300","cat","food","adult","kg","1.5","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/059.jpeg","4.4","false","Food","59","59","54","Lider","2.300"
"60","54","Reflex Plus Skin Care Salmon 1.5 Kg","A balanced food formulated for cats with salmon (1.5kg) supports daily nutrition.","3.300","cat","food","adult","kg","1.5","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/060.jpeg","4.5","false","Food","60","60","54","Lider","2.300"
"61","54","Reflex Plus Kitten Chicken 8Kg","A high-quality food formulated for kittens with chicken (8kg) supports daily nutrition.","3.300","cat","food","kitten","kg","8","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/061.jpeg","4.6","false","Food","61","61","54","Lider","9.500"
"62","54","Reflex Kitten Chicken & Rice 2kg","A high-quality food formulated for kittens with chicken (2kg) supports daily nutrition.","3.300","cat","food","kitten","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/062.png","3.8","false","Food","62","62","54","Lider","2.500"
"63","54","Reflex Adult Chicken & Rice 2kg","A wholesome meal designed for adult pets with chicken (2kg) ideal for everyday feeding.","3.300","cat","food","adult","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/063.jpeg","4.2","false","Food","63","63","54","Lider","2.500"
"64","54","Reflex Adult Gourmet  Chicken & Rice 2kg","A high-quality food formulated for adult pets with chicken (2kg) supports daily nutrition.","3.300","cat","food","adult","kg","2","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/064.jpeg","3.9","false","Food","64","64","54","Lider","2.500"
"65","54","Reflex Adult Salmon & Anchovy 2kg","A nutritious food formulated for adult pets with salmon (2kg) helps maintain overall health.","3.300","cat","food","adult","kg","2","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/065.jpeg","4.7","false","Food","65","65","54","Lider","2.500"
"66","54","Reflex Sterelised Salmon & Rice 2kg","A high-quality food formulated for cats with salmon (2kg) helps maintain overall health.","3.300","cat","food","adult","kg","2","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/066.png","4.7","false","Food","66","66","54","Lider","2.500"
"67","54","Reflex Adult Chicken & Rice 15kg","A nutritious meal designed for adult pets with chicken (15kg) ideal for everyday feeding.","15.000","cat","food","adult","kg","15","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://nlgoitdbyhdoaemkixpr.supabase.co/storage/v1/object/public/product-images/products/370dfa72-a9e7-4d33-bdee-2239d4cbf835/thumbnail-1768466410680.png","4.7","false","Food","67","67","54","Lider","13.500"
"68","54","Reflex Adult Gourmet  Chicken & Rice 15kg","A high-quality meal designed for adult pets with chicken (15kg) supports daily nutrition.","15.000","cat","food","adult","kg","15","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/068.jpeg","4.8","false","Food","68","68","54","Lider","13.500"
"69","54","Reflex Adult Salmon & Anchovy 15kg","A balanced meal designed for adult pets with salmon (15kg) ideal for everyday feeding.","15.000","cat","food","adult","kg","15","salmon",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/069.jpeg","4.2","false","Food","69","69","54","Lider","13.500"
"70","70","Purepet Adult Chicken 3kg","A high-quality meal designed for adult pets with chicken (3kg) ideal for everyday feeding.","4.000","cat","food","adult","kg","3","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/070.jpeg","4.8","false","Food","70","70","70","Purepet","3.000"
"71","70","Purepet Adult Ocean Fish 3kg","A wholesome nutrition made for adult pets with ocean fish (3kg) supports daily nutrition.","4.000","cat","food","adult","kg","3","ocean_fish",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/071.jpeg","4.4","false","Food","71","71","70","Purepet","3.000"
"72","70","Purepet Adult Chicken 7kg","A wholesome food formulated for adult pets with chicken (7kg) supports daily nutrition.","6.000","cat","food","adult","kg","7","chicken",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/072.png","4.3","false","Food","72","72","70","Purepet","5.500"
"73","70","Purepet Adult Persian Ocean Fish 3kg","A nutritious food formulated for adult pets with ocean fish (3kg) ideal for everyday feeding.","4.000","cat","food","adult","kg","3","ocean_fish",'',"true","2026-01-02 20:49:19.968373+00","2026-01-02 20:49:19.968373+00","1000","https://www.buypets.om/images/products/073.jpeg","4.7","false","Food","73","73","70","Purepet","3.000"
